Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,18,Mathematics,75.725,54.13,71.41,53,92,6.13,97.7,64.96,D,10.3,Yes,Yes,Master's,Medium,9,7.7
Male,24,Business,99.5,99.06,42.15,92.83,85.94,4.95,58.08,67.2,A,29.6,Yes,Yes,PhD,Low,6,4.3
Male,22,Engineering,84.27,97.98,52.85,73.94,94.26,8.92,88.06,91.47,D,20.1,Yes,Yes,PhD,Medium,7,6.1
Male,18,CS,55.44,79.74,67.04,68.79,63.66,7.03,67.07,63.29,D,13.4,Yes,Yes,Bachelor's,Medium,2,8.4
Male,23,Engineering,75.725,56.73,81.86,50.94,93.86,1.72,78.69,64.22,B,11.5,No,No,Master's,Low,8,8.1
Female,23,CS,82.81,48.11,92.72,92.75,96.86,4.12,57.6,52.44,F,23.8,No,Yes,High School,Medium,8,6.7
Male,19,CS,86.55,71.06,41.14,79.26,71.24,6.85,88.88,54.59,A,26.6,Yes,Yes,Master's,Low,7,5.1
Female,24,Business,75.725,75.52,93.09,74.81,91.92,7.12,51.51,77.05,C,11.6,Yes,Yes,PhD,Medium,4,7.6
Male,21,Mathematics,68.44,86.13,87.33,68.87,94.64,9.46,57.62,59.23,C,7.8,No,Yes,Bachelor's,Medium,6,5.3
Male,22,CS,78.54,49.76,42.21,74.81,65.76,4.88,61.79,61.87,B,7.7,No,Yes,Master's,High,3,8.5
Male,21,CS,66.05,73.79,58.95,66.63,53.89,7.67,61.83,94.05,C,5.9,No,Yes,Bachelor's,Medium,4,7.6
Male,22,CS,63.27,80.15,81.53,64.34,70.48,1.11,61.48,66.37,B,20.6,No,Yes,Bachelor's,Medium,3,5.1
Female,24,Mathematics,66.08,40.21,80.2,97.66,87.9,6.85,56.34,99.25,A,12.7,Yes,Yes,Master's,Low,3,7.4
Male,24,Business,77.95,64.56,84.45,96.71,88.28,2.53,57.51,97.43,A,20.6,No,Yes,High School,Medium,4,6.6
Male,18,Engineering,98.47,63.08,42.43,57.04,79.19,8.39,99.35,77.32,A,24.7,No,No,PhD,High,10,7.9
Female,21,Business,82.07,98.76,91.86,56.87,66.86,4.05,79.49,76.24,F,29.2,No,Yes,Bachelor's,High,3,6.4
Male,19,Business,75.725,69.82,99.68,74.81,76.39,3.46,95.19,99.16,F,7.8,No,Yes,High School,High,1,8.3
Male,24,CS,85.93,91.29,92.66,73.47,92.84,6.22,64.39,56.23,A,29.8,No,Yes,PhD,High,6,7.2
Female,21,CS,61.47,69.39,58.29,98.05,66.43,8.55,87.57,56.42,C,6.1,No,Yes,High School,Low,6,6.5
Female,20,Engineering,62.83,79.37,95.28,67.05,82.77,5.7,59.47,88.53,F,5.7,No,Yes,PhD,Low,8,5.7
Female,20,Business,79.56,80.82,46.67,50.36,82.88,9.67,61.48,85.27,C,13,No,Yes,High School,High,8,5.8
Male,19,CS,85.39,42.38,72.08,94.44,64.82,6.64,89.91,57.63,B,11.9,Yes,Yes,Bachelor's,Low,6,4.3
Female,24,Engineering,59.13,94.29,44.44,98.39,75.4,9.85,92.64,89.57,C,10.1,No,Yes,Bachelor's,Medium,5,7.8
Male,19,Engineering,55.81,89.11,90.5,84.88,61.54,3.98,81.96,81.22,C,13.8,No,Yes,Bachelor's,Medium,1,7.5
Male,18,Engineering,55.44,55.96,56.98,95.56,85.43,5.47,91.98,68.42,D,16.3,No,Yes,High School,High,5,6.2
Male,21,Business,64.39,99.83,89.13,96.3,92.29,2.14,88.29,62.87,A,22.2,No,No,PhD,Low,7,6.8
Male,19,Engineering,56.21,56.68,54.24,56.63,79.69,9.86,86.72,86.69,F,15.4,No,Yes,Master's,Low,6,8.6
Male,19,Business,50.94,74.88,94.7,93.21,51.28,1.09,93.35,53.49,F,24.4,No,Yes,High School,Medium,3,7.8
Female,21,CS,78.74,90.99,88.81,94.85,70.65,8.89,94.37,78.77,F,6.6,No,Yes,High School,Medium,5,5.6
Male,19,Business,73.76,99.91,81.73,68.65,56.64,6.5,81.17,79.49,A,17.5,No,No,High School,Medium,9,4.1
Male,23,CS,75.725,63.04,67.57,75.25,70.66,6.46,51.92,62.71,A,27.6,No,Yes,Master's,Low,3,8.4
Male,20,CS,52.27,70.22,82.91,66.49,75.92,5.62,62.74,77.27,C,29.7,No,Yes,PhD,Medium,2,8.4
Male,24,CS,68.08,82.67,90.26,83.74,70.06,8.39,97.99,56.65,F,9,No,No,Master's,Medium,7,9
Male,23,CS,87.82,86.46,67.15,58.63,95.27,8.39,97.51,62.41,A,17.1,No,Yes,High School,High,8,7.2
Female,18,CS,68.45,40.03,84.87,56.09,54.67,7.26,50.21,95.34,C,12.6,Yes,Yes,Bachelor's,Low,9,4.4
Female,21,Engineering,61.69,84.14,83.12,77.26,59.29,6.97,98.12,60.31,D,28.2,No,Yes,High School,High,2,8.8
Female,24,CS,89.41,79.85,80.94,50.94,66.53,7.98,51.18,77.62,A,24.8,Yes,Yes,PhD,Medium,5,8.7
Male,21,Engineering,71.49,51.46,79.27,95.41,75.44,5.63,50.07,81.87,B,25,No,Yes,High School,Low,5,5.1
Male,21,Business,80.4,96.43,78.88,90.94,84.22,8.38,74.98,68.58,B,13.8,Yes,Yes,High School,Low,8,4.4
Female,19,Mathematics,97.45,54.43,44.41,64.3,62.8,2.32,68.19,62.44,A,19.6,No,Yes,PhD,Medium,5,4
Female,19,CS,99.49,45.7,57.24,96.97,91.64,5.19,63.31,80.39,B,26.2,No,No,High School,Medium,6,6.3
Male,18,CS,73.4,70.28,59.11,52.16,99.36,9.88,78.1,76.82,D,25,Yes,Yes,Bachelor's,High,4,8.7
Male,21,CS,82.25,78.5,65.08,88.52,51.16,0.31,58.34,85.81,B,28.4,No,Yes,Master's,High,5,8.1
Male,21,Engineering,81.7,81.42,40.56,60.76,59.02,9.88,50.52,89.77,C,24.1,No,Yes,PhD,High,6,4.1
Female,22,Mathematics,82.49,92.85,75.34,64.08,64.47,7.55,67.97,64.69,F,26.1,No,Yes,High School,High,6,4.1
Female,19,CS,74.84,88.99,47.66,74.81,86.87,0,94.46,94.54,B,5.3,No,Yes,Master's,Low,4,6.9
Female,22,Engineering,81.98,96.19,62.59,58.53,60.54,8.67,89.28,98.2,F,21.6,No,Yes,Bachelor's,High,3,8.2
Female,23,CS,91.27,74.63,52.62,52.59,97.92,9.28,66.56,79.99,B,9.2,No,Yes,High School,Low,3,4.9
Male,21,Business,50.82,84.76,42.85,75.87,68.06,3.33,68.43,93.18,F,6.5,No,No,PhD,Low,1,6.3
Male,24,Engineering,93.6,86.2,65.57,95.96,79.75,1.52,97.23,67.34,A,15.4,No,Yes,Master's,Low,9,8
Female,24,CS,64.98,67.5,98.49,67.45,52.25,8.82,76.5,88.84,F,27.9,No,Yes,High School,High,2,6.7
Female,23,Engineering,63.94,67.29,62.38,72.97,61.57,3.52,88.14,52.85,A,14.1,No,Yes,PhD,Medium,7,6.5
Male,24,Mathematics,77.6,74.83,97.46,93.59,82.06,4.27,59.39,59.18,C,28.9,Yes,Yes,PhD,Low,6,4.4
Male,20,CS,85.99,53.3,43.13,57.44,96.72,9.36,54.52,92.22,B,25.6,Yes,No,PhD,Medium,2,4
Male,20,CS,78.39,71.01,66.41,73.86,51.39,1.35,85.11,68.3,A,19.4,Yes,Yes,High School,Low,8,9
Female,18,Engineering,91.76,91.28,82.53,79.92,76.3,8.94,65.03,66.99,B,12.9,No,No,Master's,High,8,5
Male,22,CS,59.63,83.94,43.49,51.47,66.86,0.42,62.42,72.88,C,11.1,No,Yes,PhD,Medium,4,4.7
Male,21,Business,53.07,52.55,62.24,85.82,58.57,6.15,86.68,55.26,D,26.3,No,Yes,Master's,Low,2,6.6
Male,21,CS,74.54,99.06,57.24,83.61,98.48,2.72,64.71,62.84,D,29.8,No,Yes,Master's,High,3,8.5
Male,19,CS,61.2,83.63,92.84,86.16,50.7,8.68,77.42,93.25,B,16.1,Yes,Yes,PhD,High,5,4.4
Male,20,Engineering,98.67,84.51,62.5,61.47,81.53,8.56,98.8,74.72,A,10.7,No,Yes,Master's,Low,10,6.6
Female,18,Engineering,99.52,80.98,47.93,69,84.86,0.64,87.51,93.58,A,10.8,No,Yes,Bachelor's,High,1,5.2
Female,21,Business,59.58,64.13,92.97,74.81,95.23,5.54,71.26,79.54,F,9.5,No,Yes,High School,Medium,9,6.5
Female,22,Business,76.46,92.88,56.36,74.81,53.24,9.96,52.91,90.92,C,9.9,No,Yes,Master's,Medium,3,8.6
Female,19,CS,75.72,50.29,52.5,60.94,83.33,2.57,77.65,89.64,F,8.3,Yes,Yes,Master's,High,4,5.1
Female,24,Business,66.39,96.46,90.01,74.9,58.25,2.22,77.3,54.94,F,23.4,No,Yes,Master's,Medium,8,4.1
Female,22,CS,85.56,86.85,89.55,77.4,55.44,1.36,52.48,87.69,A,13.9,Yes,Yes,PhD,Low,2,8.6
Male,20,Engineering,85.62,56.96,82.95,79.2,97.25,2.55,93.79,92.64,B,23.9,No,No,PhD,Low,7,4.9
Male,18,CS,55.77,73.84,78.74,60.81,77.56,6.75,80.01,80.25,C,27.1,No,Yes,PhD,High,8,5.1
Male,18,CS,78.51,64.26,94.99,69.58,82.48,3.37,55.37,87.56,C,20,Yes,Yes,PhD,Low,3,7.7
Male,18,Business,54.71,44.44,61.72,66.27,52.11,1.1,51.03,64.16,F,25.1,Yes,Yes,Master's,Medium,8,6.2
Male,18,CS,84.12,61.31,50.05,57.42,98.05,2.06,87.79,75.33,F,6,Yes,Yes,High School,Medium,10,4.5
Male,23,Business,54.27,56.76,64.86,74.81,78.13,4.49,64.47,90.68,D,13.4,No,Yes,PhD,Low,8,6.6
Female,19,Business,81.33,80.49,62.35,96.64,78.17,5.12,59.42,89.61,C,13,Yes,No,Master's,Low,10,8.6
Female,19,Business,75.35,92.44,52.39,86.26,96.47,1.98,66.48,96.07,D,24.1,Yes,No,High School,Medium,10,8.7
Female,18,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,76.49,B,22.8,No,Yes,High School,Low,6,8.5
Male,22,Engineering,79.56,65.64,63.52,87.93,50.95,7.9,58.98,96.95,C,20.1,Yes,No,Master's,High,2,8.5
Female,18,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,68.88,F,29.3,No,Yes,Bachelor's,Medium,7,5.9
Female,22,CS,92.65,51.82,57.47,66.12,79.14,0.79,70.63,73.5,B,15.2,No,No,Bachelor's,High,1,7.6
Female,18,Engineering,88.7,68.38,59.46,91.45,60.51,2.51,65.88,79.52,A,13.8,No,No,Bachelor's,Low,3,6.9
Male,21,CS,93.1,59.47,40.86,53.83,77.41,8.01,74,90.31,A,28.8,No,Yes,Bachelor's,High,3,5.9
Female,23,Business,85.03,92.54,73.42,82.71,85.84,0.42,88.66,91.21,A,23.5,No,Yes,Master's,Medium,7,8.9
Female,24,Business,75.725,92.62,59.35,89.04,96.05,3.01,97.68,83.6,F,6.5,Yes,Yes,Bachelor's,High,9,7.9
Female,21,Business,53.15,84.87,58.63,83.32,90.65,1.26,81.11,76.28,D,25.6,No,Yes,High School,Medium,4,7.3
Male,18,Business,89.83,95.8,78.29,78.66,97.66,2.36,72.56,70.14,A,22.8,No,Yes,High School,Medium,3,7.6
Male,18,Business,81.01,63.42,83.07,91.07,76.87,1.68,70.89,74.12,F,22.7,Yes,Yes,Master's,High,10,8.3
Female,23,CS,93.74,95.3,79.74,67.54,98.93,0.68,67.21,82.07,A,23.2,Yes,Yes,High School,Low,7,5.1
Male,20,Engineering,89.24,44.54,66.83,84.39,51.25,5,93.75,96.02,B,15.9,No,No,PhD,Low,5,8.7
Female,21,CS,55.61,82.91,98.35,73.18,76.11,8.42,90.6,75.4,C,9.1,No,Yes,Bachelor's,Medium,10,6.8
Female,23,Business,98.62,62.95,69.13,73.07,76.47,5.92,77.43,56.2,A,22.1,Yes,Yes,Master's,High,8,8.5
Female,18,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,56.82,B,23,Yes,No,Bachelor's,Medium,7,7.6
Male,24,Engineering,94,51.76,72.84,60.29,74.73,0.57,99.17,77.65,B,15.7,Yes,Yes,Bachelor's,Medium,2,4.4
Male,24,CS,57.03,53.32,78.8,96.39,92.32,6.71,97.46,93.28,F,14.4,No,Yes,PhD,Low,5,4.7
Male,21,CS,86.72,72.93,78.1,56.18,65.64,9.52,60.62,99.14,A,29.5,No,Yes,Bachelor's,Medium,9,5.7
Male,23,Engineering,76.82,94.76,60.94,63.11,50.42,1.77,54.88,72.48,D,28.1,No,Yes,Bachelor's,High,5,5.6
Male,22,CS,52.93,78.65,56.09,64.97,76.6,4.65,51.85,94.2,C,14.2,No,Yes,PhD,Low,3,8
Female,22,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,80.4,F,9.8,No,No,High School,Low,9,4.7
Female,23,Business,66.33,55.3,41.65,81.46,60.51,5.47,83.36,67.17,A,14.2,No,Yes,Master's,High,2,7.3
Female,19,Business,75.725,45.69,46.17,54.95,51.18,6.09,65.73,67.16,A,23.3,Yes,Yes,PhD,Low,2,4.2
Male,20,CS,80.44,63.31,46.97,80.32,74.16,1.03,97.73,82.24,B,21.4,No,Yes,High School,Medium,6,8.9
Male,23,Engineering,95.02,75.26,71.69,75.35,71.24,8.56,86.99,77.73,A,26.6,No,Yes,PhD,High,3,6.7
Male,20,Mathematics,91.93,60.32,57.32,81.96,97.36,6.27,87.54,88.98,B,6,Yes,Yes,Bachelor's,High,3,6.3
Female,21,Engineering,87.09,82.39,88.56,71.57,50.18,6.6,62.16,65.22,A,12.5,No,Yes,High School,Medium,8,6.6
Female,22,Business,58.28,60.78,56.82,79.82,86.85,1.13,66.25,72.5,C,29.5,No,Yes,High School,Low,6,4.2
Female,18,CS,80.72,48.24,61.2,56.26,99.44,3.46,58.76,62.5,F,24.1,No,Yes,High School,Medium,7,4.7
Female,24,Business,84.26,57.34,77.97,56.24,90.04,2.12,97.26,86.28,C,22.4,Yes,Yes,PhD,Medium,7,7.7
Male,21,Engineering,84.11,67.02,79.64,61.71,93.15,6.57,58.66,70.12,C,5.2,Yes,Yes,Master's,Low,10,8.1
Male,20,CS,73.98,53.26,49.78,87.88,73.41,0.85,50.59,84.28,F,18.7,No,Yes,PhD,Medium,10,7.4
Female,20,Engineering,71.64,41.65,80.5,92.66,95.81,5.09,56.79,67.27,A,19.6,No,Yes,PhD,Low,10,5.5
Male,20,CS,75.725,73.28,59.59,68.84,54.11,5.8,93.91,73.26,B,7.5,No,Yes,PhD,High,10,8.4
Male,23,Engineering,72.56,50.17,72.79,67.25,65.7,6.56,80.03,79.52,F,29.7,No,Yes,High School,Low,5,8.3
Male,23,Mathematics,75.725,40.06,66.67,91.55,64.92,6.68,81.05,53.68,D,12.6,No,Yes,Bachelor's,Low,9,6.2
Male,22,Business,65.18,92.15,47.7,61.88,99.8,4.33,91.43,85.56,B,29.1,No,Yes,Bachelor's,Low,2,7.1
Female,21,Engineering,75.725,80.29,94.43,73.06,77.96,6.44,75.47,76.34,A,12.3,Yes,Yes,Bachelor's,Medium,8,7
Male,21,Business,67.73,68.4,44.79,74.81,64.33,3.29,77.66,54.77,C,28.5,Yes,Yes,Bachelor's,Low,4,8.2
Female,18,CS,52.3,65.16,52.44,74.81,95.59,2.39,64.69,89.13,C,19.6,No,Yes,PhD,Medium,8,6.7
Female,22,CS,99.34,93.22,48.72,62.23,72.76,0.78,80,80.5,A,25.7,No,Yes,PhD,Medium,2,5.7
Female,21,Business,63.18,54.71,89.85,97.18,90.19,5.06,71.97,85.74,F,24.9,No,Yes,High School,Medium,8,6.5
Female,20,CS,68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,D,11.7,No,Yes,Bachelor's,High,3,4.5
Male,24,CS,75.52,71.92,98.46,74.28,84.76,3.61,85.49,61.78,D,19.1,No,No,PhD,High,9,7.4
Female,22,Mathematics,59.22,78.12,52.67,58.33,74.25,5.47,83.04,68.56,F,24,No,Yes,Bachelor's,Medium,8,5.4
Female,20,CS,75.725,87.86,95.75,74.81,77.5,5.7,76.03,77.58,A,9.6,No,Yes,Bachelor's,Low,4,6
Male,20,CS,75.725,85.06,59.86,96.2,73.24,8.85,70.01,65.12,C,9.1,No,Yes,High School,Medium,9,6.1
Male,18,Business,75.725,98.97,41.83,81.22,67.14,4.71,96.66,53.32,D,28.7,Yes,No,High School,Low,4,5.9
Male,23,CS,75.37,93.31,65.01,86.77,63.26,4.2,87.75,65.52,A,19.2,No,Yes,High School,Medium,2,5.3
Male,19,CS,58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.1,D,9.6,No,Yes,High School,Medium,4,5.4
Female,21,Engineering,75.725,93.03,60.73,54.55,92.41,6.38,64.23,64.36,A,5.7,Yes,Yes,Master's,Medium,4,5.1
Female,24,Business,58.53,96.75,86.23,70.45,83.3,1.82,76.25,70.98,F,6.9,Yes,Yes,Bachelor's,Medium,10,5.1
Female,20,CS,81.3,91.47,48.11,90.11,78.14,6.46,78.46,72.36,A,25.4,Yes,Yes,PhD,High,9,8.9
Male,20,Mathematics,88.41,40.66,59.27,74.81,53.31,3.5,69.72,75.64,A,11.9,No,Yes,Bachelor's,Low,1,4.4
Female,23,CS,70.05,72.68,40.07,94.68,91.52,4.83,83.83,66.87,B,25.4,Yes,Yes,Master's,Low,3,8.8
Male,20,Business,85.42,67.07,77.4,84.6,50.27,5.23,92.19,58.33,A,6.2,No,Yes,PhD,Medium,4,7.2
Female,20,CS,64.28,95.06,66.09,55.3,70.38,4.13,67.51,96.04,C,23.6,Yes,Yes,PhD,Medium,7,6.8
Male,21,Engineering,98.6,91.37,70.23,94.06,68.12,9.98,94.29,78.47,B,12.8,No,Yes,Bachelor's,High,5,7.9
Female,19,Engineering,85.87,94.17,63.07,87.39,95.83,5.32,89.52,51.71,A,20.8,No,No,Master's,High,6,5.9
Female,22,CS,75.725,69.97,49.68,96.37,68.05,3.36,79.2,64.54,B,21.6,No,Yes,PhD,Low,7,7.1
Female,23,Mathematics,50.66,66.82,89.24,77.65,70.94,7.14,99.19,72.44,F,19.1,No,No,Master's,Medium,9,5
Male,21,Business,78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,A,15.6,No,Yes,PhD,Medium,9,6.1
Female,22,CS,71.45,55.89,88.68,68.65,74.13,6.06,99.38,87.98,B,22.1,No,Yes,Bachelor's,Low,2,4.3
Male,23,CS,50.88,47.86,95.13,81.82,56.69,4.78,74.78,81.27,C,9.6,No,No,PhD,Low,2,8.6
Female,19,Engineering,61.8,57.68,76.03,86,63.24,3.18,59.78,66.98,D,12.4,No,Yes,PhD,Low,5,4.5
Female,21,CS,55.59,78.26,43.4,75.73,68.01,6.56,92.69,61.82,D,25.4,No,Yes,PhD,Low,3,7.6
Female,22,Mathematics,81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,D,13.4,No,Yes,Bachelor's,High,10,4.2
Male,22,CS,75.725,87.05,75.61,50.35,86.62,3.45,75.49,54.89,A,12.1,No,Yes,PhD,Medium,1,6.6
Male,21,Mathematics,51.25,94.32,89.37,97.59,93.04,9.94,82.29,89.78,D,5.3,No,Yes,Bachelor's,Low,9,5.8
Male,24,Business,72.41,67.11,91.03,74.81,57.66,9.71,55.07,61.81,D,19.6,Yes,Yes,High School,Low,4,6.3
Female,24,Engineering,80.54,40.54,78.5,73.09,62.55,7.72,93.04,85.91,A,13.3,No,Yes,Bachelor's,Low,3,6
Male,22,CS,77.3,71.08,61.34,55.33,89.05,1.94,73.42,57.97,C,21.3,Yes,Yes,High School,Low,9,5.3
Female,23,Engineering,63.3,71.04,50.76,64.92,98.77,4.31,99.27,86.94,C,28.7,No,Yes,Bachelor's,Low,1,8.9
Male,20,CS,61.32,81.11,54.2,68.56,67.35,0.36,89.81,88.02,F,7,No,No,PhD,High,5,5.3
Female,19,Business,97.87,94.88,63.68,53.91,70.95,4.53,89.45,78.19,A,28.5,Yes,Yes,Bachelor's,High,10,5.8
Female,21,Business,72.93,72.47,58.87,59.9,50.32,4.8,57.67,83.28,D,14.8,Yes,Yes,Bachelor's,Medium,8,8.9
Female,23,CS,75.725,70.19,59.3,66.77,85.97,6.66,50.89,75.44,C,24.8,Yes,Yes,Bachelor's,Medium,8,4.2
Male,20,CS,85.35,57.44,50.16,89.79,70.68,5.16,79.27,87.04,A,13.9,No,Yes,Master's,Medium,10,7.2
Female,20,Engineering,75.725,58.31,57.63,74.81,55.16,8.62,57.21,86.64,B,15.4,No,Yes,PhD,Medium,3,4.5
Male,18,Engineering,63.36,87.79,41.18,67.33,98.43,3.68,89.02,51.55,C,15.9,No,Yes,High School,Medium,4,8.7
Male,21,Engineering,58.12,49.81,86.12,77.86,86.31,5.71,66.93,81.49,D,18.8,No,Yes,Bachelor's,High,4,8.1
Female,22,CS,63.46,68.38,89.23,93.28,70.37,3.93,99.8,70.52,F,20.3,No,Yes,High School,Low,6,8.2
Female,24,CS,80.35,67.9,64.99,90.96,85.93,6.86,97.8,94.94,C,27.2,No,Yes,High School,Low,3,6.8
Male,19,Mathematics,81.37,48.61,43.33,57.8,50.7,6.15,69.54,57.57,F,19.3,No,Yes,Bachelor's,Low,2,7.9
Male,24,Engineering,92.44,70.47,80.56,98.45,56.32,1.54,64.84,68.74,A,29.7,No,Yes,Bachelor's,Low,8,5.2
Male,18,Engineering,61.49,94.41,78.93,74.81,71.26,4.87,96.72,59.13,F,16.6,No,Yes,PhD,High,7,6.1
Male,20,CS,90.87,49.57,88.1,52.13,50.6,7.65,86.07,82.61,B,19.6,No,No,High School,Low,7,7
Female,20,Engineering,61.75,81.39,76.97,56.84,73.1,6.43,97.8,88.66,B,8.4,Yes,Yes,Master's,Low,6,4.7
Male,22,CS,83.84,75.63,49.41,74.29,76.14,8.85,93.73,94.19,C,24,No,Yes,High School,High,9,8.8
Female,22,Engineering,71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,A,10.5,No,No,PhD,Low,4,4.5
Male,23,CS,85.71,96.5,88.46,78.66,59.05,1.13,93.31,56.28,B,22.7,Yes,Yes,Bachelor's,Low,9,4.3
Male,19,Business,75.725,77.26,86.45,80.63,80.66,6.5,84.21,95.48,A,22.8,No,Yes,High School,Low,3,4.5
Male,19,CS,58.83,90.82,57.87,73.14,82.91,2.38,59.44,92.19,D,13,No,No,Bachelor's,Low,3,7.1
Female,22,CS,67.92,54.8,44.47,62.8,51.3,5.88,82.41,73.02,D,26.3,No,Yes,PhD,High,8,6.3
Female,24,CS,61.7,86.86,45.57,85.85,89.25,5.77,99.09,77.64,A,20.4,No,Yes,Master's,Low,6,6
Male,24,Business,69.62,94.84,62.02,60.12,86.65,9.16,79.77,51.71,F,26,Yes,Yes,Bachelor's,Medium,5,6.7
Male,22,Engineering,73.58,79.47,94.41,91.98,66.33,1.44,63.21,70.19,A,18.2,No,Yes,High School,Medium,8,7.5
Female,22,Business,58.39,44.41,63.95,83.75,94.54,6.68,86.29,73.93,D,7.7,No,Yes,Bachelor's,Medium,9,6.8
Male,18,Engineering,71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,C,22.9,No,No,High School,High,2,4.8
Female,20,CS,91.15,98.25,89.59,84.51,83.37,3.26,92.61,89.13,B,7.9,No,Yes,Bachelor's,Low,8,4.4
Female,21,CS,85.76,45.9,47.74,83.52,76.57,5.11,73.98,77.71,A,11.2,No,Yes,PhD,Medium,5,4.6
Female,23,CS,67.07,89.14,82.35,82.02,81.72,5.85,81.18,54.55,C,23.6,No,Yes,Master's,Medium,1,4.1
Female,22,Engineering,99.52,93.25,48.89,94.75,53.04,4.37,92.96,69.35,A,23.6,No,No,High School,Medium,7,6.3
Female,18,Mathematics,75.725,90.96,41.29,76.5,77.25,7.75,51.37,56.21,F,15.5,No,Yes,Master's,Low,10,6.1
Male,21,Engineering,92.11,73.5,82.71,51.85,79.91,2.81,86.42,58.44,A,23.3,No,Yes,Bachelor's,Low,8,5.9
Female,22,CS,75.725,82.83,78.47,61.5,91.93,1.96,82.95,97.47,B,7.5,No,Yes,High School,Low,4,8.2
Female,23,Engineering,99.61,41.81,68.64,61.9,64.07,2.73,57.91,60.8,A,9.1,No,Yes,Bachelor's,Low,7,4.9
Female,21,Business,80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,B,15.3,Yes,Yes,Bachelor's,Low,8,5.7
Male,21,Engineering,73.16,76.51,86.43,97.17,88.87,7.4,66.45,56.66,C,12.6,No,Yes,High School,Low,7,8
Male,19,CS,75.725,61.44,97.99,90.24,74.54,1.4,87.85,86.39,B,27.6,No,Yes,PhD,High,3,4.2
Female,21,Business,77.58,79.1,87.67,99.93,56.56,5.23,70.35,52.91,F,11.2,No,Yes,Master's,Medium,4,6
Male,24,CS,75.725,65.77,43.83,88.95,88.94,4.17,60.61,95.11,B,12.5,No,Yes,Bachelor's,Medium,10,6.1
Male,22,CS,77.39,77.74,47.24,78,66.59,5.13,55.97,82.58,B,10.1,Yes,No,PhD,Medium,9,8.7
Female,23,CS,97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,B,13.8,Yes,Yes,PhD,High,3,4.3
Female,19,Engineering,64.62,59.58,88.2,75.27,82.07,7.39,82.45,83.83,A,6.9,Yes,Yes,Bachelor's,Medium,4,8.4
Male,22,CS,82.1,53.63,77.91,60.62,88.06,2.29,64.76,64.89,A,11.9,No,Yes,High School,Low,10,7.7
Female,18,CS,64.92,74.53,65.24,94.36,95.36,2.02,83.2,82.38,D,20.5,Yes,Yes,Bachelor's,Low,1,4.2
Female,22,Engineering,75.725,47.65,95.76,98.61,72.63,4.76,78.67,59.49,D,20.7,Yes,Yes,Bachelor's,High,9,6.7
Female,23,Business,75.725,66.14,46.52,74.81,93.81,7.18,54.87,74.74,A,11.3,Yes,Yes,PhD,Low,6,6.6
Female,20,CS,97.64,80.56,62.08,77.4,82.77,5.66,89.46,60.29,A,16.2,Yes,Yes,Master's,High,6,4.1
Male,21,Engineering,61.87,45.65,99.98,94.1,51.07,1.28,65.18,69.52,D,26.8,No,Yes,Master's,High,3,5.7
Female,22,Mathematics,81.09,58.45,85.84,98.61,85.33,5.61,92.02,62.15,F,22.1,Yes,Yes,Bachelor's,Medium,2,6.8
Male,19,CS,64.76,63.42,43.99,91.8,92.73,9.96,52.42,72.97,F,13.2,Yes,Yes,Master's,Medium,10,4.5
Female,22,Engineering,74.07,70.89,96.25,83.92,73.1,4.41,75.79,75.11,A,23.9,Yes,No,High School,Medium,5,7.3
Female,18,Mathematics,75.725,83.6,45.56,78.68,61.01,0.71,84.57,84.75,D,6.4,Yes,Yes,Master's,Low,6,7
Male,24,Business,88.45,82.51,69.97,69.68,89.38,3.26,91.63,64.19,B,29.2,No,Yes,High School,Medium,9,4.2
Female,20,Engineering,67.71,86.53,82.5,67.17,61.73,1.85,66.75,87.19,A,14.4,No,Yes,PhD,Medium,10,7.5
Female,21,Engineering,84.71,47.47,85.07,65.93,55.54,7.86,75.42,80.11,C,17.6,No,Yes,High School,Medium,1,6.7
Female,20,CS,57.42,85.62,57.29,74.81,53,8.86,66.7,95.43,D,17.3,No,Yes,High School,Medium,5,7.6
Female,18,CS,83.99,54.42,46.26,74.81,53.11,1.81,66.22,79.66,A,12.5,No,Yes,PhD,Low,6,4.4
Male,19,Business,93.61,57.7,57.96,98.9,77.01,7.11,96.68,57.65,A,21.2,No,Yes,Master's,Medium,1,8.7
Male,21,Business,75.83,40.54,78.07,98.9,53.42,0.68,71.94,52.15,A,15.9,No,Yes,High School,Medium,7,5.3
